:START_ID,:END_ID,weight:double,type
n11403,n2931,92.7125,BELONGS_TO
n5747,n8590,74.2273,FUNDED_BY
n22356,n18977,9.6454,FUNDED_BY
n7010,n27235,96.3231,DEVELOPS
n9096,n8175,52.6566,FOLLOWS
n18695,n10678,77.0499,BELONGS_TO
n11356,n2405,34.223,FUNDED_BY
n608,n10103,97.7845,FOLLOWS
n243,n24969,86.8625,FUNDED_BY
n9678,n3414,33.784,FUNDED_BY
n8103,n2563,39.7085,FUNDED_BY
n15225,n885,7.7724,BELONGS_TO
n7966,n17640,89.7999,BELONGS_TO
n2048,n20743,39.5541,DEVELOPS
n28854,n15541,88.196,BELONGS_TO
n603,n4566,37.309,FOLLOWS
n15747,n20927,26.9038,FOLLOWS
n8745,n18695,62.2376,FOLLOWS
n5851,n15227,79.5992,FUNDED_BY
n10615,n13408,10.2103,BELONGS_TO
n12247,n15645,56.5929,BELONGS_TO
n28290,n14610,2.8385,FOLLOWS
n6649,n14024,53.1419,FOLLOWS
n19869,n9649,2.4066,FOLLOWS
n26206,n762,84.0386,FOLLOWS
n8098,n28563,9.1794,BELONGS_TO
n14509,n26907,39.0883,BELONGS_TO
n3194,n566,11.6281,FOLLOWS
n23320,n8033,1.9256,DEVELOPS
n28515,n27527,98.1767,FUNDED_BY
n7647,n813,18.27,FUNDED_BY
n18966,n9614,15.6043,BELONGS_TO
n20927,n14627,29.0876,DEVELOPS
n4878,n9172,65.7565,FOLLOWS
n21443,n14450,21.1188,FOLLOWS
n22159,n28583,51.2934,DEVELOPS
n7845,n16639,50.067,FUNDED_BY
n12445,n17091,91.0643,BELONGS_TO
n9770,n12492,19.9673,BELONGS_TO
n1881,n3772,36.782,BELONGS_TO
n15538,n16826,71.32,DEVELOPS
n18790,n10715,63.4986,FUNDED_BY
n6744,n20720,62.6204,FUNDED_BY
n20756,n7367,79.7114,FUNDED_BY
n5440,n15747,21.6845,FUNDED_BY
n18910,n7705,78.0769,FUNDED_BY
n24527,n7197,67.9675,DEVELOPS
n9649,n469,97.7687,BELONGS_TO
n27078,n9760,46.6549,FOLLOWS
n16980,n11106,28.4556,FOLLOWS
n12251,n13095,16.7272,DEVELOPS
n17550,n25946,35.222,BELONGS_TO
n10866,n27686,69.9263,FUNDED_BY
n12393,n16679,40.1999,FUNDED_BY
n1215,n12848,50.848,FOLLOWS
n16896,n5566,41.1382,DEVELOPS
n21863,n3641,60.4391,BELONGS_TO
n18819,n16049,11.5958,DEVELOPS
n5667,n22609,83.1725,FOLLOWS
n17091,n3821,65.0745,DEVELOPS
n10705,n17444,68.0219,BELONGS_TO
n9760,n27670,77.9923,FOLLOWS
n25151,n9922,76.0348,FOLLOWS
n28073,n12251,35.5699,FUNDED_BY
n12565,n2885,42.8106,DEVELOPS
n19014,n4672,13.9103,BELONGS_TO
n11350,n18299,67.4268,DEVELOPS
n15812,n9463,49.7986,BELONGS_TO
n7002,n9052,4.213,FOLLOWS
n28577,n4845,2.1819,FOLLOWS
n20562,n4601,60.2454,FOLLOWS
n15393,n15271,10.382,FUNDED_BY
n8745,n8054,85.0588,FOLLOWS
n4027,n18131,67.3196,FOLLOWS
n9655,n18784,34.7489,BELONGS_TO
n965,n15383,81.9465,DEVELOPS
n22829,n15039,63.8466,DEVELOPS
n20769,n13375,90.6743,FUNDED_BY
n4358,n2401,87.9427,FOLLOWS
n20794,n286,52.5646,FOLLOWS
n3346,n25421,71.1536,FOLLOWS
n17071,n1626,20.8507,FOLLOWS
n6777,n28926,4.3143,DEVELOPS
n796,n19186,78.1672,FOLLOWS
n6994,n6282,45.2979,FUNDED_BY
n10011,n22746,57.2494,FOLLOWS
n762,n3470,4.1763,BELONGS_TO
n2214,n10859,55.2007,BELONGS_TO
n9270,n12408,98.7783,DEVELOPS
n22509,n6161,65.0508,FOLLOWS
n212,n20062,7.6571,FOLLOWS
n28995,n7154,85.5591,FOLLOWS
n16658,n12855,11.5464,FUNDED_BY
n20123,n26396,44.8782,BELONGS_TO
n9979,n27975,2.1286,DEVELOPS
n12256,n13989,74.8334,FUNDED_BY
n59,n18903,87.514,DEVELOPS
n28215,n10820,16.3501,FOLLOWS
n2214,n13649,4.7633,FOLLOWS
n5907,n23043,0.6213,FUNDED_BY
n22077,n1485,77.4534,BELONGS_TO
n8027,n28367,59.8655,FOLLOWS
n2500,n3797,44.2939,BELONGS_TO
n6524,n18159,77.8965,DEVELOPS
n8025,n12700,58.1283,FOLLOWS
n26491,n9869,1.9867,FOLLOWS
n28958,n21757,64.1643,FOLLOWS
n6145,n20828,74.6273,FUNDED_BY
n8267,n22317,88.7935,DEVELOPS
n23558,n8856,38.5699,BELONGS_TO
n19140,n19901,63.3756,FUNDED_BY
n16465,n9793,30.6217,FUNDED_BY
n17091,n29858,44.7452,BELONGS_TO
n28729,n473,6.1315,BELONGS_TO
n5398,n15828,2.7207,BELONGS_TO
n5964,n18216,39.9858,FOLLOWS
n25315,n21987,74.5342,DEVELOPS
n16576,n4630,83.5914,BELONGS_TO
n14270,n21222,3.3491,FOLLOWS
n6127,n4984,58.7011,FOLLOWS
n28996,n17124,10.899,FUNDED_BY
n15660,n21148,12.3088,FOLLOWS
n4236,n4427,18.6897,BELONGS_TO
n28995,n24218,75.0366,FUNDED_BY
n20668,n14334,57.4486,BELONGS_TO
n11707,n19527,47.8471,BELONGS_TO
n4168,n29144,75.1462,FOLLOWS
n4005,n4942,65.1605,BELONGS_TO
n18885,n21249,54.5498,FUNDED_BY
n11361,n11303,6.8888,FOLLOWS
n23113,n20709,8.4848,DEVELOPS
n9847,n23585,28.2833,FOLLOWS
n25516,n9267,90.8527,FUNDED_BY
n8395,n24448,99.1586,DEVELOPS
n3474,n16294,14.2569,FOLLOWS
n24962,n17758,8.1608,BELONGS_TO
n5677,n3120,79.636,BELONGS_TO
n14837,n24449,22.6869,FUNDED_BY
n8740,n29609,46.3327,BELONGS_TO
n23594,n10958,35.0138,BELONGS_TO
n17873,n5608,92.7836,FOLLOWS
n14895,n26453,99.0942,BELONGS_TO
n29063,n1312,14.7215,BELONGS_TO
n17980,n10752,3.2076,FUNDED_BY
n16753,n1350,9.8287,BELONGS_TO
n12713,n19683,20.3364,BELONGS_TO
n25953,n23103,59.7595,BELONGS_TO
n807,n23910,26.4881,FOLLOWS
n24254,n17516,58.6958,FOLLOWS
n6744,n25680,31.2203,FUNDED_BY
n35,n28148,5.7726,FOLLOWS
n1492,n10752,86.9027,FUNDED_BY
n19493,n22782,81.9311,FOLLOWS
n13306,n7754,9.5122,BELONGS_TO
n22650,n22620,1.8108,FUNDED_BY
n11207,n9999,13.0892,FUNDED_BY
n3568,n1858,43.7175,BELONGS_TO
n11250,n5325,46.8666,FUNDED_BY
n15318,n26043,85.444,DEVELOPS
n3045,n16814,98.9251,FOLLOWS
n18588,n9580,71.9595,DEVELOPS
n623,n5370,56.6465,DEVELOPS
n18651,n26275,50.9827,FUNDED_BY
n23064,n6732,80.6424,BELONGS_TO
n25742,n27747,51.2601,BELONGS_TO
n21475,n19361,46.2523,FUNDED_BY
n27404,n26773,30.1799,FUNDED_BY
n17231,n26828,49.0023,FOLLOWS
n19445,n23315,70.1843,BELONGS_TO
n75,n1721,64.0191,BELONGS_TO
n23263,n23108,60.0231,BELONGS_TO
n17402,n14719,72.9966,FUNDED_BY
n20605,n10951,54.6193,BELONGS_TO
n21760,n19635,88.2321,DEVELOPS
n26294,n13811,59.1533,FOLLOWS
n21750,n27097,27.9532,DEVELOPS
n24047,n11084,72.4222,DEVELOPS
n4363,n9715,95.4149,DEVELOPS
n25573,n18492,7.8312,FUNDED_BY
n15337,n14605,8.0118,BELONGS_TO
n24735,n19481,39.6739,DEVELOPS
n28941,n19140,73.8877,FUNDED_BY
n9223,n14297,78.5751,BELONGS_TO
n4285,n17410,24.002,DEVELOPS
n29312,n27913,89.6944,BELONGS_TO
n27628,n17948,68.5238,DEVELOPS
n24725,n27394,13.6914,FUNDED_BY
n4156,n6528,52.3344,BELONGS_TO
n16244,n151,68.0501,BELONGS_TO
n14143,n26396,65.7283,FOLLOWS
n21393,n19004,66.9141,DEVELOPS
n8961,n9884,64.6103,DEVELOPS
n12648,n20756,72.482,FOLLOWS
n28979,n21657,18.5264,DEVELOPS
n14159,n1586,74.3743,FUNDED_BY
n20273,n475,55.1587,FOLLOWS
n419,n28856,69.2229,DEVELOPS
n24797,n13047,97.2443,BELONGS_TO
n4838,n22961,87.3101,DEVELOPS
n12306,n15813,1.248,FOLLOWS
n14275,n16458,30.9889,FUNDED_BY
n7185,n13091,97.5348,FOLLOWS
n3609,n23721,41.7361,BELONGS_TO
n21863,n18591,4.0957,BELONGS_TO
n12902,n24199,38.7439,BELONGS_TO
n2673,n25656,90.7819,DEVELOPS
n18891,n10918,80.8727,FOLLOWS
n27567,n2969,43.7981,FUNDED_BY
n19011,n14230,50.3286,FUNDED_BY
n25528,n9637,55.2479,FOLLOWS
n17986,n24450,33.2567,DEVELOPS
n12390,n11363,35.6253,FUNDED_BY
n23303,n17051,86.7945,DEVELOPS
n11350,n8352,92.4995,FOLLOWS
n27517,n648,13.1199,FOLLOWS
n26197,n11316,35.2675,FOLLOWS
n6005,n23086,24.1799,FUNDED_BY
n27670,n27517,55.9209,FUNDED_BY
n3404,n28985,11.9638,BELONGS_TO
n17085,n6127,69.2812,BELONGS_TO
n4049,n5049,4.0115,BELONGS_TO
n11638,n22222,59.1195,FUNDED_BY
n8091,n994,59.6433,FOLLOWS
n23354,n10315,28.436,FUNDED_BY
n16063,n7416,71.5502,BELONGS_TO
n8091,n1077,17.2192,BELONGS_TO
n27890,n20837,22.704,BELONGS_TO
n4604,n12775,8.1857,FUNDED_BY
n11990,n1262,8.771,DEVELOPS
n24597,n3404,51.9242,FOLLOWS
n15268,n21789,33.2821,DEVELOPS
n15528,n29537,87.5139,BELONGS_TO
n7470,n22506,7.9025,FOLLOWS
n5917,n19386,78.3677,FOLLOWS
n7043,n28103,40.3381,FOLLOWS
n22038,n24556,63.1579,BELONGS_TO
n21659,n4395,76.9623,BELONGS_TO
n12700,n25048,76.6716,BELONGS_TO
n23579,n14675,7.6166,BELONGS_TO
n27343,n12309,7.5466,BELONGS_TO
n18183,n12610,59.3933,BELONGS_TO
n17176,n13496,55.5814,FUNDED_BY
n27658,n5398,89.0605,BELONGS_TO
n24787,n18272,54.4728,FUNDED_BY
n23423,n15389,55.7575,BELONGS_TO
n22065,n26611,39.9746,BELONGS_TO
n22097,n15389,87.7293,FOLLOWS
n11815,n13094,96.6917,DEVELOPS
n9362,n4156,94.5971,FOLLOWS
n29996,n18148,29.7245,FOLLOWS
n857,n3896,55.5153,FUNDED_BY
n8606,n8239,51.334,FUNDED_BY
n21657,n20842,61.7134,FUNDED_BY
n17516,n10995,19.088,FUNDED_BY
n15315,n15285,11.8609,BELONGS_TO
n29781,n26953,61.7753,DEVELOPS
n13243,n28153,47.7866,BELONGS_TO
n8684,n27542,99.5447,DEVELOPS
n3404,n2401,42.1738,DEVELOPS
n28515,n18672,42.6127,BELONGS_TO
n4954,n295,98.206,FOLLOWS
n25863,n13827,21.4496,DEVELOPS
n16577,n8251,34.8262,FUNDED_BY
n8233,n5006,98.0472,DEVELOPS
n5749,n8216,66.0546,BELONGS_TO
n19148,n15093,56.1859,FUNDED_BY
n9840,n2924,65.3934,DEVELOPS
n15787,n16202,50.3685,BELONGS_TO
n2045,n2855,53.489,DEVELOPS
n27285,n19237,77.8067,BELONGS_TO
n4156,n13575,96.3127,BELONGS_TO
n14263,n4484,8.5041,BELONGS_TO
n28215,n21792,16.3553,DEVELOPS
n27405,n22844,91.0327,FUNDED_BY
n19226,n8001,32.6812,BELONGS_TO
n26727,n4168,81.396,FUNDED_BY
n20539,n18733,8.1961,FOLLOWS
n8590,n11331,73.9688,FOLLOWS
n3494,n14117,33.6417,DEVELOPS
n18732,n22132,86.1656,FUNDED_BY
n13062,n18202,72.0625,BELONGS_TO
n16065,n21760,39.8697,FOLLOWS
n18554,n821,76.6501,BELONGS_TO
n13736,n29690,21.8753,FOLLOWS
n17721,n23746,13.3246,FUNDED_BY
n28537,n3835,38.5901,FOLLOWS
n11489,n21966,5.1923,FOLLOWS
n6641,n28735,6.5814,BELONGS_TO
n12390,n3716,71.2992,BELONGS_TO
n18790,n21351,91.9849,FOLLOWS
n5621,n11848,22.665,BELONGS_TO
n1644,n19883,66.426,FUNDED_BY
n9770,n28185,77.483,FUNDED_BY
n13967,n9533,68.8679,FUNDED_BY
n23530,n14755,43.9263,BELONGS_TO
n25707,n1876,44.9224,DEVELOPS
n1977,n12512,46.1256,DEVELOPS
n20944,n9994,83.4416,FUNDED_BY
n15481,n24889,74.7059,BELONGS_TO
n5260,n27080,90.636,BELONGS_TO
n1695,n16065,80.4475,FOLLOWS
n16596,n18265,4.6214,FOLLOWS
n6145,n11607,9.3957,FUNDED_BY
n7417,n29562,2.2062,FOLLOWS
n23123,n1721,64.76,DEVELOPS
n27361,n15547,98.6994,DEVELOPS
n16446,n16031,41.3319,DEVELOPS
n23805,n26230,95.0491,FOLLOWS
n25796,n24969,5.346,FUNDED_BY
n8005,n27628,59.177,DEVELOPS
n12390,n17190,16.7505,DEVELOPS
n5621,n1500,36.9277,BELONGS_TO
n29180,n18625,60.4224,DEVELOPS
n28065,n10565,39.1147,FUNDED_BY
n24039,n18727,57.5797,DEVELOPS
n4933,n14123,9.5351,FOLLOWS
n11707,n2911,85.2973,BELONGS_TO
n1157,n7169,2.4019,FUNDED_BY
n14415,n25045,38.523,FOLLOWS
n4933,n4180,65.8231,BELONGS_TO
n20747,n25390,71.1361,FOLLOWS
n17009,n25448,8.4251,FUNDED_BY
n9776,n7140,83.3237,FUNDED_BY
n21677,n28469,12.9082,FOLLOWS
n4977,n19829,63.163,BELONGS_TO
n7782,n18148,76.8213,FOLLOWS
n18216,n1876,95.8052,BELONGS_TO
n25913,n21343,9.8654,FOLLOWS
n13717,n7440,80.2267,DEVELOPS
n23439,n7622,82.3996,DEVELOPS
n21322,n29971,34.2267,FOLLOWS
n4121,n28206,92.4161,BELONGS_TO
n14295,n27160,20.0185,FOLLOWS
n25440,n23469,48.8972,FOLLOWS
n18216,n19554,59.6782,FUNDED_BY
n24231,n11140,22.6525,FUNDED_BY
n2463,n15389,55.6121,FUNDED_BY
n5899,n17085,24.5266,FOLLOWS
n5398,n6145,1.6348,DEVELOPS
n12877,n4369,38.4872,BELONGS_TO
n18148,n1769,47.6007,BELONGS_TO
n22579,n25014,76.5474,DEVELOPS
n26276,n21305,74.4645,BELONGS_TO
n13932,n14512,66.6528,FUNDED_BY
n9590,n5599,15.7558,DEVELOPS
n27763,n28388,30.1217,BELONGS_TO
n22782,n17233,64.8116,BELONGS_TO
n18780,n20927,62.8914,DEVELOPS
n1290,n20279,39.4607,FUNDED_BY
n18862,n29418,25.1114,BELONGS_TO
n438,n29581,22.8884,FOLLOWS
n1937,n19386,84.8047,DEVELOPS
n942,n602,93.0656,DEVELOPS
n26384,n9516,3.028,BELONGS_TO
n25044,n5621,1.8855,BELONGS_TO
n17280,n23021,5.312,DEVELOPS
n27911,n6747,0.2522,DEVELOPS
n1378,n20973,74.5601,DEVELOPS
n22928,n11113,67.442,FUNDED_BY
n7470,n8790,20.2638,DEVELOPS
n13273,n2631,6.7424,DEVELOPS
n8548,n4954,41.4642,FOLLOWS
n15267,n15260,45.7373,BELONGS_TO
n28112,n13201,13.301,FUNDED_BY
n4172,n8606,75.2069,FUNDED_BY
n11881,n28483,38.96,DEVELOPS
n28036,n25690,81.2918,BELONGS_TO
n11693,n20073,49.5752,BELONGS_TO
n49,n7845,54.4011,DEVELOPS
n18086,n19369,84.4069,FOLLOWS
n18926,n19572,31.9449,FUNDED_BY
n15246,n8740,3.6102,FOLLOWS
n6777,n13806,7.119,FUNDED_BY
n24851,n28103,22.4014,BELONGS_TO
n21561,n3609,86.0841,BELONGS_TO
n20877,n8537,40.2449,FUNDED_BY
n22118,n26194,45.3185,FUNDED_BY
n1868,n16658,85.0432,FUNDED_BY
n26134,n5980,97.4093,DEVELOPS
n14470,n18462,78.1306,DEVELOPS
n27182,n12191,95.3668,DEVELOPS
n6599,n15023,4.0869,DEVELOPS
n18556,n4921,51.6309,BELONGS_TO
n29577,n25746,99.4348,DEVELOPS
n19620,n25878,84.268,FUNDED_BY
n16658,n23894,26.3697,DEVELOPS
n25760,n6291,90.6877,BELONGS_TO
n25390,n16722,73.2074,FOLLOWS
n12773,n4142,95.1071,FUNDED_BY
n7622,n12849,69.72,FUNDED_BY
n6372,n28512,41.5048,BELONGS_TO
n6788,n2063,29.1101,FOLLOWS
n15995,n11439,58.9041,BELONGS_TO
n18225,n16352,67.9426,DEVELOPS
n6842,n9793,19.2007,FUNDED_BY
n27231,n4964,53.4511,DEVELOPS
n17124,n7622,16.1318,FOLLOWS
n25872,n20769,93.7987,FUNDED_BY
n5621,n25527,79.6189,FOLLOWS
n15759,n3281,14.5613,BELONGS_TO
n19603,n19984,43.1285,FUNDED_BY
n1243,n559,73.7438,BELONGS_TO
n23966,n24293,6.3563,BELONGS_TO
n12186,n17854,60.6997,BELONGS_TO
n22520,n7187,17.6345,DEVELOPS
n5469,n8005,98.6188,FUNDED_BY
n21177,n8883,7.4024,FOLLOWS
n27763,n6319,71.3019,FUNDED_BY
n8155,n20780,19.3264,FUNDED_BY
n6426,n24191,2.0904,FOLLOWS
n15834,n13514,2.0636,DEVELOPS
n16231,n27762,29.9376,DEVELOPS
n24662,n8606,70.5342,DEVELOPS
n9715,n29502,22.9727,DEVELOPS
n5667,n10652,59.5521,DEVELOPS
n23530,n17822,67.602,DEVELOPS
n15030,n17009,7.9492,BELONGS_TO
n19016,n19445,58.0669,DEVELOPS
n9390,n18159,62.3476,FOLLOWS
n12852,n7382,7.5035,FOLLOWS
n21180,n29388,8.2003,FUNDED_BY
n25768,n16896,24.7497,FUNDED_BY
n2401,n12392,16.0008,DEVELOPS
n6513,n1670,88.0785,FUNDED_BY
n17516,n10912,18.0124,FOLLOWS
n12392,n3993,85.4636,DEVELOPS
n6815,n9144,82.3329,BELONGS_TO
n10995,n29791,40.2612,DEVELOPS
n26565,n16069,50.4303,FOLLOWS
n27779,n2181,27.8633,FOLLOWS
n17724,n6233,53.3787,BELONGS_TO
n16654,n7545,2.6309,DEVELOPS
n13740,n7416,88.9283,FUNDED_BY
n14719,n6805,93.2542,FOLLOWS
n12479,n15962,10.7584,FOLLOWS
n1644,n24564,74.6012,BELONGS_TO
n22911,n25128,83.8132,FUNDED_BY
n7593,n3411,90.6601,FUNDED_BY
n1670,n27458,91.7846,FOLLOWS
n18148,n19594,56.4845,BELONGS_TO
n28788,n5464,10.3903,FOLLOWS
n9352,n4258,17.8408,BELONGS_TO
n9294,n26396,71.6956,BELONGS_TO
n11292,n28006,3.2128,FOLLOWS
n8380,n22604,53.9841,BELONGS_TO
n20133,n21268,35.4232,FUNDED_BY
n16942,n18272,28.0467,DEVELOPS
n27356,n1157,67.8949,DEVELOPS
n17225,n8368,62.2291,FOLLOWS
n16819,n19226,64.9238,FOLLOWS
n13062,n3465,5.9017,FOLLOWS
n16646,n15910,94.3819,BELONGS_TO
n7367,n10576,25.3798,FOLLOWS
n5469,n4721,88.1831,FOLLOWS
n27730,n28084,99.4116,FOLLOWS
n5343,n28036,76.9522,FOLLOWS
n27333,n28558,71.2341,DEVELOPS
n10900,n21657,3.0596,FOLLOWS
n3774,n16198,39.8313,DEVELOPS
n8615,n1538,96.9897,FUNDED_BY
n22189,n12713,55.2783,FUNDED_BY
n27785,n19859,12.3249,BELONGS_TO
n17488,n24869,26.4085,FUNDED_BY
n8269,n25907,62.8077,FOLLOWS
n6315,n17268,71.1733,DEVELOPS
n15429,n5381,59.1601,FOLLOWS
n4919,n9766,61.554,FOLLOWS
n6092,n15246,97.1879,DEVELOPS
n3199,n11815,66.3172,BELONGS_TO
n1215,n22810,51.9599,FUNDED_BY
n29690,n2019,71.0291,DEVELOPS
n9537,n15314,52.7479,BELONGS_TO
n23271,n12247,65.3341,FUNDED_BY
n25014,n24450,19.2851,FUNDED_BY
n5658,n25761,14.6306,FUNDED_BY
n28958,n26141,43.7689,FOLLOWS
n26019,n9543,8.7543,FUNDED_BY
n5380,n18371,15.0575,FUNDED_BY
n23643,n7729,66.4988,FUNDED_BY
n7876,n25754,85.4506,BELONGS_TO
n17980,n5478,65.3628,FOLLOWS
n3906,n10010,19.6947,DEVELOPS
n8472,n2629,72.7979,FOLLOWS
n2631,n23910,44.9862,FUNDED_BY
n21834,n23040,60.5113,FOLLOWS
n4978,n26186,70.1092,FUNDED_BY
n24051,n21946,55.044,DEVELOPS
n4954,n14596,9.6944,FUNDED_BY
n17247,n3161,3.8061,FOLLOWS
n8033,n24834,89.3666,FUNDED_BY
n22167,n3805,78.3788,DEVELOPS
n22569,n4285,61.9741,DEVELOPS
n660,n882,0.8332,FUNDED_BY
n21272,n250,89.8358,DEVELOPS
n25415,n28830,74.0262,FUNDED_BY
n22484,n260,89.4528,FUNDED_BY
n21232,n12191,2.3098,FOLLOWS
n3440,n207,69.1332,BELONGS_TO
n5779,n16381,74.4649,DEVELOPS
n22692,n4445,2.1258,DEVELOPS
n7347,n20202,49.0398,BELONGS_TO
n23038,n14558,34.1598,FOLLOWS
n11331,n16662,74.0849,DEVELOPS
n11515,n8004,12.7329,FOLLOWS
n11326,n12201,76.239,DEVELOPS
n462,n7694,38.4596,FUNDED_BY
n23021,n3194,95.0774,FUNDED_BY
n8395,n11431,44.0446,DEVELOPS
n28019,n21215,47.1232,DEVELOPS
n25832,n5122,88.9721,FUNDED_BY
n14077,n26695,43.7827,BELONGS_TO
n26962,n4487,86.3506,FUNDED_BY
n14587,n28926,39.0017,BELONGS_TO
n8548,n1903,14.5085,FOLLOWS
n23342,n5368,15.0646,FUNDED_BY
n4156,n22159,39.2046,DEVELOPS
n18385,n20592,57.3678,DEVELOPS
n26283,n29346,91.5774,BELONGS_TO
n24592,n11870,60.9588,DEVELOPS
n27542,n11573,87.9073,BELONGS_TO
n12379,n15316,95.6757,FOLLOWS
n4355,n29787,58.4828,BELONGS_TO
n4695,n17990,12.6703,DEVELOPS
n21129,n28112,38.6188,FUNDED_BY
n19907,n29388,36.2897,DEVELOPS
n13644,n12472,91.3646,FOLLOWS
n22844,n25656,40.4229,FOLLOWS
n1826,n15823,93.3264,BELONGS_TO
n8591,n13668,24.2564,DEVELOPS
n17536,n6059,58.1946,DEVELOPS
n3896,n18672,98.8626,DEVELOPS
n3310,n18567,52.7253,FUNDED_BY
n9778,n25014,93.9901,FUNDED_BY
n3133,n7414,87.7481,FUNDED_BY
n9738,n13668,27.6867,DEVELOPS
n9631,n23637,34.9368,DEVELOPS
n2926,n21177,6.4583,FUNDED_BY
n15635,n19148,28.3641,BELONGS_TO
n3608,n5658,50.2508,BELONGS_TO
n16668,n20424,29.7326,FOLLOWS
n1858,n16507,27.7475,BELONGS_TO
n3747,n4722,56.9208,FUNDED_BY
n11193,n12304,15.6718,FOLLOWS
n15383,n27603,4.4527,FOLLOWS
n9346,n14684,55.0258,FOLLOWS
n3045,n15734,79.8495,BELONGS_TO
n23123,n6570,78.7781,DEVELOPS
n10254,n28850,98.9447,FOLLOWS
n24726,n28917,80.5272,FUNDED_BY
n6981,n25363,36.9053,BELONGS_TO
n1462,n4052,7.9821,DEVELOPS
n28700,n27784,36.4095,FUNDED_BY
n28140,n4049,16.3407,DEVELOPS
n10855,n8073,92.4611,FOLLOWS
n4355,n19690,15.3111,FUNDED_BY
n460,n24249,88.4185,BELONGS_TO
n14447,n26315,83.4228,FOLLOWS
n21717,n23311,30.6247,DEVELOPS
n28065,n28550,41.8922,FOLLOWS
n6709,n22142,77.5361,FUNDED_BY
n2365,n28917,19.1358,BELONGS_TO
n19572,n3281,78.3883,FUNDED_BY
n8905,n8839,31.5648,BELONGS_TO
n12379,n21294,58.242,BELONGS_TO
n42,n26928,61.7375,FOLLOWS
n8790,n17724,83.897,DEVELOPS
n28959,n6654,23.5556,BELONGS_TO
n10801,n19402,4.013,BELONGS_TO
n19216,n3663,23.1528,FUNDED_BY
n19436,n21212,30.1061,FUNDED_BY
n10378,n20906,56.3044,FUNDED_BY
n29996,n19401,78.477,DEVELOPS
n20062,n8790,64.4525,DEVELOPS
n2747,n27913,99.8344,BELONGS_TO
n8286,n17488,20.6118,BELONGS_TO
n23805,n20362,76.0015,FUNDED_BY
n1184,n13591,20.7704,FUNDED_BY
n8538,n25656,90.3448,FUNDED_BY
n8987,n5795,3.5075,BELONGS_TO
n29486,n13536,59.841,DEVELOPS
n28979,n22818,22.2488,FOLLOWS
n15728,n17671,64.3476,BELONGS_TO
n14788,n7213,63.2855,DEVELOPS
n1484,n17543,61.3647,DEVELOPS
n18741,n10561,43.3102,FUNDED_BY
n29657,n13300,23.2981,DEVELOPS
n26203,n14639,74.8151,FOLLOWS
n13001,n3928,80.1826,BELONGS_TO
n6318,n27280,56.4662,FOLLOWS
n8256,n9060,20.2403,DEVELOPS
n2322,n17854,91.502,FOLLOWS
n12238,n6145,80.1622,BELONGS_TO
n21383,n17340,71.517,BELONGS_TO
n5403,n15489,60.1527,BELONGS_TO
n9091,n29690,14.5889,DEVELOPS
n694,n20672,77.5425,FUNDED_BY
n11282,n19197,48.0478,BELONGS_TO
n6744,n13001,49.0461,BELONGS_TO
n657,n11250,59.2964,FOLLOWS
n17388,n25096,33.3352,FUNDED_BY
n17040,n9580,46.6152,DEVELOPS
n7123,n13481,38.0602,DEVELOPS
n28232,n21443,91.0196,FOLLOWS
n25728,n24889,95.8143,FOLLOWS
n21119,n29712,72.1655,DEVELOPS
n8737,n14932,16.9989,BELONGS_TO
n21576,n2885,43.1458,FOLLOWS
n19226,n19095,35.163,BELONGS_TO
n3821,n13481,1.1886,DEVELOPS
n2423,n27025,92.735,BELONGS_TO
n12288,n12426,17.5457,DEVELOPS
n14020,n15114,53.5699,FUNDED_BY
n17091,n28316,56.9859,FUNDED_BY
n7539,n9263,60.0271,BELONGS_TO
n3281,n18874,24.5201,BELONGS_TO
n20869,n23423,39.997,BELONGS_TO
n3971,n22148,25.6393,BELONGS_TO
n15846,n22604,65.637,BELONGS_TO
n24527,n2976,82.9057,FUNDED_BY
n15389,n29015,62.9698,FOLLOWS
n24345,n19095,3.7149,DEVELOPS
n18733,n12771,16.9979,BELONGS_TO
n29240,n18483,60.1847,FUNDED_BY
n17084,n20906,61.1193,FUNDED_BY
n1721,n28577,41.9005,FUNDED_BY
n28736,n17543,69.7278,DEVELOPS
n10809,n26935,73.4152,BELONGS_TO
n1132,n18385,45.3647,FUNDED_BY
n11850,n10183,43.8083,BELONGS_TO
n1630,n15650,58.5669,BELONGS_TO
n28334,n5606,72.4052,BELONGS_TO
n7916,n3411,17.3429,BELONGS_TO
n1409,n20188,1.051,BELONGS_TO
n5689,n7470,62.6961,FOLLOWS
n7065,n5599,2.5294,FOLLOWS
n3335,n6005,36.5185,DEVELOPS
n6212,n21529,26.1319,FUNDED_BY
n25151,n6594,36.8129,BELONGS_TO
n4172,n16375,4.9775,BELONGS_TO
n23805,n5247,24.0617,FOLLOWS
n11003,n622,14.7848,FOLLOWS
n7351,n15747,11.3991,FUNDED_BY
n4712,n24854,39.4263,DEVELOPS
n6282,n8942,56.0052,FUNDED_BY
n29043,n943,2.8063,FOLLOWS
n5270,n25151,20.1304,FUNDED_BY
n27070,n19793,20.8336,BELONGS_TO
n20988,n16889,43.212,DEVELOPS
n22624,n25832,53.386,FOLLOWS
n4919,n847,33.6034,FOLLOWS
n7622,n15992,33.8555,FOLLOWS
n16529,n18296,53.1829,DEVELOPS
n15484,n18926,54.9519,BELONGS_TO
n9097,n674,81.3603,FOLLOWS
